Age,Workclass,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,Capital Loss,Hours per week,Country
54.0, Private,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,1672.0,50.0, United-States
56.0, Private,10.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,45.0, Germany
27.0, Private,10.0, Never-married, Sales, Unmarried, White, Male,0.0,0.0,50.0, United-States
26.0, Private,13.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, Mexico
41.0, Local-gov,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States
41.0, Private,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, ?
32.0, Private,10.0, Divorced, Machine-op-inspct, Unmarried, White, Female,0.0,0.0,40.0, United-States
18.0, Private,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,30.0, United-States
36.0, Private,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,65.0, United-States
37.0, Private,6.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States
31.0, Private,3.0, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,25.0, Mexico
46.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,51.0, United-States
24.0, Private,9.0, Divorced, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, United-States
25.0, Self-emp-inc,13.0, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0.0,0.0,35.0, Taiwan
55.0, Private,3.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States
64.0, Local-gov,9.0, Widowed, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States
30.0, Local-gov,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States
65.0, Private,14.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,99.0, United-States
46.0, Federal-gov,13.0, Divorced, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States
45.0, Private,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,60.0, United-States
18.0, Private,10.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,25.0, United-States
32.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States
38.0, ?,13.0, Married-civ-spouse, ?, Wife, Other, Female,7688.0,0.0,50.0, ?
34.0, State-gov,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, Germany
35.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,3137.0,0.0,40.0, United-States
26.0, Private,9.0, Never-married, Craft-repair, Own-child, White, Male,3325.0,0.0,40.0, United-States
24.0, Private,10.0, Never-married, Sales, Other-relative, White, Male,0.0,0.0,35.0, United-States
45.0, Self-emp-not-inc,9.0, Married-civ-spouse, Sales, Husband, White, Male,15024.0,0.0,80.0, United-States
36.0, Private,6.0, Never-married, Handlers-cleaners, Not-in-family, White, Female,0.0,0.0,34.0, United-States
44.0, Private,4.0, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0.0,0.0,40.0, Nicaragua
23.0, Private,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,60.0, United-States
57.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,55.0, United-States
41.0, Self-emp-not-inc,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, Mexico
20.0, Local-gov,9.0, Married-civ-spouse, Protective-serv, Husband, Black, Male,0.0,0.0,30.0, Puerto-Rico
32.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,36.0, United-States
60.0, Private,9.0, Married-civ-spouse, Other-service, Wife, White, Female,99999.0,0.0,40.0, United-States
38.0, Self-emp-inc,13.0, Never-married, Craft-repair, Not-in-family, White, Female,0.0,0.0,20.0, United-States
29.0, Private,9.0, Never-married, Transport-moving, Not-in-family, White, Female,0.0,0.0,45.0, United-States
22.0, Private,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States
21.0, Private,10.0, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0.0,0.0,30.0, India
40.0, Local-gov,9.0, Married-civ-spouse, Other-service, Other-relative, White, Male,3137.0,0.0,40.0, United-States
59.0, Private,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1848.0,45.0, United-States
45.0, State-gov,14.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,45.0, United-States
76.0, Local-gov,9.0, Widowed, Other-service, Not-in-family, White, Female,0.0,0.0,13.0, United-States
45.0, Private,13.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States
49.0, Local-gov,14.0, Separated, Prof-specialty, Unmarried, White, Female,0.0,0.0,70.0, United-States
36.0, Local-gov,11.0, Never-married, Protective-serv, Not-in-family, Black, Female,0.0,0.0,60.0, United-States
22.0, Private,7.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,35.0, United-States
47.0, Private,11.0, Divorced, Prof-specialty, Unmarried, White, Female,0.0,0.0,44.0, United-States
26.0, Private,9.0, Married-AF-spouse, Sales, Husband, White, Male,0.0,0.0,55.0, United-States
21.0, Private,10.0, Divorced, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States
27.0, Private,9.0, Never-married, Transport-moving, Own-child, White, Female,0.0,0.0,15.0, United-States
26.0, Private,13.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, United-States
20.0, Private,11.0, Never-married, Tech-support, Own-child, White, Female,0.0,0.0,25.0, United-States
31.0, Self-emp-not-inc,14.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,45.0, England
57.0, Local-gov,14.0, Divorced, Other-service, Unmarried, Black, Female,0.0,0.0,40.0, United-States
39.0, Private,7.0, Divorced, Sales, Other-relative, White, Female,0.0,0.0,40.0, United-States
36.0, Private,12.0, Never-married, Tech-support, Not-in-family, Black, Male,14344.0,0.0,40.0, England
66.0, Private,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States
34.0, Local-gov,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States
80.0, ?,9.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,25.0, United-States
21.0, Private,9.0, Never-married, Other-service, Other-relative, White, Female,0.0,0.0,40.0, United-States
40.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1902.0,32.0, United-States
49.0, Local-gov,12.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,30.0, United-States
48.0, Self-emp-not-inc,10.0, Divorced, Sales, Not-in-family, White, Female,3325.0,0.0,60.0, United-States
19.0, State-gov,10.0, Never-married, Other-service, Not-in-family, White, Male,594.0,0.0,24.0, United-States
42.0, Private,7.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0.0,0.0,40.0, United-States
59.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,45.0, United-States
63.0, Private,10.0, Divorced, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States
26.0, Private,9.0, Never-married, Craft-repair, Other-relative, White, Male,0.0,0.0,40.0, United-States
41.0, Private,5.0, Divorced, Other-service, Other-relative, White, Female,0.0,0.0,35.0, United-States
42.0, Private,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,1628.0,40.0, United-States
19.0, Private,9.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,20.0, United-States
45.0, Local-gov,7.0, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,25.0, United-States
47.0, Private,9.0, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,30.0, United-States
47.0, Private,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States
34.0, Private,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, England
49.0, Self-emp-not-inc,13.0, Married-civ-spouse, Sales, Husband, White, Male,15024.0,0.0,40.0, United-States
36.0, Private,9.0, Divorced, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, United-States
53.0, Private,9.0, Widowed, Craft-repair, Unmarried, White, Male,0.0,0.0,40.0, United-States
21.0, ?,10.0, Never-married, ?, Not-in-family, White, Male,0.0,2001.0,45.0, United-States
39.0, Private,9.0, Divorced, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States
52.0, Self-emp-not-inc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States
18.0, Private,10.0, Never-married, Sales, Own-child, White, Female,2176.0,0.0,35.0, United-States
59.0, Private,11.0, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States
50.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States
31.0, Private,13.0, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States
52.0, ?,10.0, Married-civ-spouse, ?, Wife, White, Female,0.0,0.0,40.0, United-States
41.0, Self-emp-not-inc,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States
45.0, Private,12.0, Widowed, Tech-support, Unmarried, White, Male,0.0,0.0,40.0, United-States
54.0, Local-gov,14.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States
22.0, Private,9.0, Never-married, Farming-fishing, Not-in-family, White, Male,0.0,0.0,25.0, United-States
50.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,7298.0,0.0,40.0, United-States
20.0, ?,12.0, Never-married, ?, Not-in-family, White, Female,0.0,0.0,32.0, United-States
43.0, Private,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States
48.0, Local-gov,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States
24.0, Private,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,2174.0,0.0,45.0, United-States
54.0, Private,10.0, Married-civ-spouse, Sales, Husband, White, Male,15024.0,0.0,40.0, United-States
26.0, Private,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States
53.0, Private,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States
51.0, Self-emp-inc,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024.0,0.0,40.0, United-States
54.0, Private,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1887.0,44.0, United-States
32.0, State-gov,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,49.0, United-States
46.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0,0.0,40.0, United-States
60.0, ?,13.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,12.0, United-States
52.0, Local-gov,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,45.0, United-States
44.0, Private,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States
56.0, Self-emp-inc,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1672.0,40.0, United-States
57.0, Private,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States
35.0, Private,9.0, Never-married, Other-service, Unmarried, Black, Female,0.0,0.0,40.0, United-States
30.0, Private,12.0, Never-married, Tech-support, Not-in-family, White, Female,0.0,0.0,40.0, United-States
29.0, Private,10.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,35.0, United-States
49.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688.0,0.0,66.0, United-States
28.0, Private,6.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States
30.0, Private,10.0, Separated, Adm-clerical, Unmarried, Black, Female,0.0,0.0,40.0, United-States
45.0, Private,9.0, Divorced, Other-service, Not-in-family, White, Male,0.0,1980.0,40.0, United-States
17.0, Private,6.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,12.0, United-States
54.0, Local-gov,6.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States
31.0, Private,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States
54.0, Private,16.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1977.0,50.0, United-States
55.0, ?,13.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,40.0, United-States
26.0, Private,12.0, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, ?
37.0, Private,5.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,50.0, United-States
34.0, Private,9.0, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0.0,0.0,48.0, United-States
38.0, Private,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, Canada
51.0, Private,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States
41.0, Private,9.0, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0.0,0.0,60.0, United-States
24.0, Private,10.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States
56.0, Self-emp-inc,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,50.0, United-States
33.0, Private,9.0, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States
31.0, Private,6.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States
27.0, Private,10.0, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0.0,0.0,50.0, United-States
32.0, Self-emp-not-inc,13.0, Married-civ-spouse, Sales, Other-relative, White, Male,0.0,0.0,45.0, United-States
35.0, Private,12.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, Puerto-Rico
43.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States
40.0, Private,9.0, Divorced, Other-service, Unmarried, White, Female,0.0,0.0,36.0, United-States
19.0, Self-emp-not-inc,9.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,53.0, United-States
23.0, Private,12.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,32.0, United-States
40.0, Private,9.0, Separated, Machine-op-inspct, Unmarried, White, Male,0.0,0.0,40.0, United-States
59.0, Private,9.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,38.0, United-States
43.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States
43.0, Self-emp-not-inc,6.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,60.0, ?
53.0, Private,9.0, Widowed, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,40.0, United-States
26.0, Private,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States
68.0, Self-emp-inc,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,10605.0,0.0,20.0, United-States
41.0, Private,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,48.0, United-States
32.0, Self-emp-not-inc,9.0, Divorced, Craft-repair, Unmarried, White, Male,0.0,0.0,40.0, United-States
25.0, State-gov,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States
20.0, Private,9.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,40.0, United-States
22.0, Private,10.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,15.0, United-States
33.0, Private,6.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States
26.0, Local-gov,10.0, Married-civ-spouse, Other-service, Other-relative, White, Male,0.0,0.0,40.0, United-States
29.0, Private,9.0, Never-married, Other-service, Unmarried, Black, Female,0.0,0.0,25.0, United-States
20.0, Private,9.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,23.0, United-States
68.0, State-gov,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,2377.0,42.0, ?
58.0, Private,10.0, Divorced, Prof-specialty, Unmarried, White, Female,0.0,0.0,40.0, United-States
32.0, Private,9.0, Divorced, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, United-States
23.0, Private,12.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,25.0, United-States
30.0, Private,5.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, Mexico
67.0, State-gov,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,8.0, United-States
26.0, Private,12.0, Never-married, Adm-clerical, Unmarried, White, Female,0.0,0.0,32.0, United-States
53.0, Self-emp-not-inc,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,35.0, United-States
27.0, Local-gov,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,60.0, United-States
29.0, Without-pay,10.0, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0.0,0.0,65.0, United-States
38.0, State-gov,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States
17.0, Private,5.0, Never-married, Other-service, Own-child, Black, Female,0.0,0.0,40.0, United-States
48.0, Private,14.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States
52.0, Private,10.0, Widowed, Other-service, Unmarried, Black, Female,0.0,0.0,40.0, ?
28.0, Private,12.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,40.0, United-States
18.0, Private,10.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,15.0, United-States
28.0, Private,10.0, Divorced, Sales, Not-in-family, White, Male,0.0,0.0,30.0, United-States
34.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States
62.0, Private,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States
46.0, Private,3.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, Mexico
30.0, Private,10.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States
20.0, Private,10.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, United-States
29.0, Private,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,2174.0,0.0,50.0, United-States
55.0, Private,10.0, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0.0,0.0,25.0, United-States
20.0, Private,10.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,24.0, United-States
54.0, Private,6.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0.0,0.0,40.0, United-States
27.0, Private,6.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,30.0, United-States
43.0, Private,10.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,55.0, United-States
17.0, ?,6.0, Never-married, ?, Own-child, White, Male,0.0,0.0,40.0, United-States
48.0, State-gov,14.0, Divorced, Protective-serv, Not-in-family, White, Male,0.0,0.0,72.0, United-States
34.0, Private,13.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,40.0, United-States
66.0, ?,5.0, Married-civ-spouse, ?, Husband, Black, Male,0.0,0.0,40.0, United-States
29.0, Private,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States
43.0, ?,10.0, Separated, ?, Not-in-family, Black, Male,0.0,0.0,40.0, United-States
37.0, Private,11.0, Divorced, Sales, Unmarried, White, Female,0.0,0.0,40.0, United-States
56.0, Private,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States
58.0, Private,6.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States
54.0, Self-emp-inc,13.0, Married-civ-spouse, Sales, Husband, Black, Male,0.0,0.0,40.0, Jamaica
45.0, Private,10.0, Separated, Craft-repair, Not-in-family, White, Male,0.0,0.0,41.0, United-States
29.0, Self-emp-inc,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States
26.0, Private,12.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States
43.0, Private,9.0, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0.0,0.0,40.0, United-States
33.0, Local-gov,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States
45.0, Self-emp-not-inc,10.0, Married-civ-spouse, Other-service, Husband, White, Male,3103.0,0.0,42.0, United-States
25.0, Private,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,30.0, United-States
25.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States
69.0, ?,15.0, Divorced, ?, Not-in-family, White, Male,0.0,0.0,5.0, United-States
37.0, Private,12.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States
20.0, Private,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,25.0, United-States
39.0, Private,14.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,1977.0,24.0, United-States
17.0, Private,6.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,20.0, United-States
27.0, Local-gov,9.0, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,40.0, United-States
26.0, Private,9.0, Never-married, Other-service, Other-relative, Black, Female,0.0,0.0,40.0, United-States
55.0, Private,3.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, Mexico
39.0, Private,7.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,60.0, United-States
41.0, Private,9.0, Separated, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States
34.0, Private,2.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Mexico
51.0, Private,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States
67.0, State-gov,16.0, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0.0,0.0,12.0, ?
40.0, Private,10.0, Divorced, Machine-op-inspct, Own-child, White, Male,0.0,0.0,40.0, United-States
58.0, Private,12.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,1740.0,40.0, United-States
23.0, Private,9.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States
45.0, Local-gov,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States
51.0, Private,13.0, Married-civ-spouse, Sales, Husband, White, Male,7688.0,0.0,50.0, United-States
43.0, State-gov,10.0, Divorced, Exec-managerial, Unmarried, White, Male,0.0,0.0,40.0, United-States
25.0, State-gov,13.0, Never-married, Other-service, Not-in-family, White, Female,2597.0,0.0,50.0, United-States
36.0, Self-emp-not-inc,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,2407.0,0.0,40.0, United-States
58.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States
33.0, Private,9.0, Divorced, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, United-States
60.0, Local-gov,11.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States
24.0, Private,9.0, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0.0,0.0,40.0, South
45.0, Private,9.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,46.0, United-States
49.0, Private,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States
19.0, Private,8.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States
34.0, State-gov,10.0, Married-spouse-absent, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0.0,0.0,38.0, Philippines
42.0, State-gov,13.0, Divorced, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States
25.0, Private,9.0, Never-married, Priv-house-serv, Not-in-family, White, Female,0.0,0.0,50.0, United-States
73.0, ?,9.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,15.0, United-States
59.0, Self-emp-not-inc,3.0, Married-civ-spouse, Other-service, Husband, White, Male,2580.0,0.0,15.0, El-Salvador
28.0, Private,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2885.0,0.0,40.0, United-States
19.0, Private,7.0, Never-married, Other-service, Other-relative, White, Male,0.0,0.0,30.0, United-States
31.0, State-gov,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States
58.0, Federal-gov,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,48.0, United-States
21.0, Private,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,13.0, ?
47.0, Self-emp-not-inc,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States
30.0, Private,13.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, United-States
41.0, Private,4.0, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, China
59.0, ?,6.0, Divorced, ?, Not-in-family, White, Female,0.0,0.0,40.0, England
43.0, Private,10.0, Separated, Transport-moving, Unmarried, White, Male,4934.0,0.0,51.0, United-States
48.0, Private,9.0, Separated, Adm-clerical, Not-in-family, White, Female,0.0,2001.0,40.0, United-States
44.0, Private,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States
44.0, Private,10.0, Never-married, Adm-clerical, Not-in-family, Black, Female,0.0,0.0,40.0, United-States
24.0, Private,13.0, Never-married, Exec-managerial, Own-child, Black, Female,0.0,0.0,40.0, United-States
28.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,43.0, United-States
50.0, Private,9.0, Married-spouse-absent, Exec-managerial, Unmarried, White, Female,0.0,0.0,10.0, United-States
33.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States
23.0, Local-gov,13.0, Never-married, Prof-specialty, Other-relative, White, Female,0.0,0.0,50.0, United-States
30.0, ?,9.0, Never-married, ?, Own-child, White, Male,0.0,0.0,40.0, United-States
46.0, Private,6.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States
21.0, State-gov,10.0, Never-married, Tech-support, Own-child, White, Male,0.0,0.0,10.0, United-States
52.0, Private,5.0, Separated, Other-service, Not-in-family, Black, Female,0.0,0.0,30.0, United-States
26.0, Private,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,50.0, United-States
27.0, State-gov,13.0, Never-married, Tech-support, Not-in-family, White, Male,0.0,0.0,12.0, United-States
28.0, Private,7.0, Never-married, Machine-op-inspct, Unmarried, White, Female,0.0,0.0,40.0, Nicaragua
50.0, Self-emp-inc,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States
28.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,35.0, United-States
61.0, Self-emp-not-inc,7.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,20.0, United-States
32.0, Private,4.0, Separated, Sales, Unmarried, White, Female,0.0,0.0,35.0, United-States
